State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
ARKANSAS,Cities,Horseshoe Bend,2146.0,15.0,2.0,3.0,10.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,16.0,2.0,7.0,2.0,13.0,6.0,6.0,4.0,2.0,30.0,1.0,2.0,7.0,1.0,3.0,4.0,17.0,1.0,3.0,3.0,10.0,9.0,1.0,2.0,1.0,139.0
ARKANSAS,Cities,Hot Springs,35722.0,601.0,90.0,447.0,64.0,1.0,20.0,10.0,2.0,9.0,4.0,4.0,2.0,618.0,112.0,551.0,6.0,142.0,53.0,63.0,17.0,8.0,2336.0,5.0,533.0,17.0,1.0,432.0,33.0,1315.0,115.0,55.0,3.0,190.0,131.0,59.0,2.0,37.0,8141.0
ARKANSAS,Cities,Jacksonville,28733.0,1201.0,193.0,612.0,396.0,2.0,34.0,23.0,3.0,8.0,1.0,1.0,4.0,346.0,89.0,735.0,11.0,140.0,68.0,60.0,12.0,2.0,1276.0,1.0,392.0,368.0,8.0,194.0,67.0,246.0,72.0,34.0,55.0,564.0,358.0,206.0,1.0,57.0,7843.0
ARKANSAS,Cities,Jonesboro,68807.0,1334.0,192.0,455.0,687.0,15.0,47.0,21.0,2.0,21.0,1.0,2.0,12.0,1174.0,222.0,923.0,2.0,305.0,74.0,223.0,7.0,1.0,2899.0,9.0,501.0,568.0,4.0,406.0,21.0,1381.0,114.0,79.0,123.0,876.0,656.0,220.0,7.0,54.0,13655.0
ARKANSAS,Cities,Kensett,1678.0,34.0,4.0,21.0,9.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,5.0,19.0,2.0,3.0,6.0,3.0,4.0,2.0,26.0,2.0,1.0,6.0,1.0,1.0,1.0,17.0,4.0,3.0,3.0,7.0,5.0,2.0,2.0,1.0,177.0
ARKANSAS,Cities,Lakeview,745.0,4.0,2.0,1.0,1.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,4.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,14.0,4.0,2.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,40.0
ARKANSAS,Cities,Lake Village,2567.0,110.0,52.0,25.0,33.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,38.0,2.0,42.0,2.0,12.0,3.0,9.0,4.0,2.0,93.0,2.0,9.0,13.0,1.0,12.0,4.0,58.0,2.0,7.0,9.0,23.0,21.0,2.0,2.0,11.0,591.0
ARKANSAS,Cities,Lepanto,1895.0,27.0,6.0,21.0,11.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,24.0,5.0,12.0,2.0,5.0,1.0,2.0,2.0,2.0,54.0,2.0,7.0,3.0,1.0,7.0,2.0,34.0,1.0,3.0,6.0,15.0,10.0,5.0,2.0,4.0,253.0
ARKANSAS,Cities,Lewisville,1272.0,6.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,10.0,1.0,5.0,2.0,1.0,6.0,1.0,4.0,2.0,23.0,2.0,1.0,13.0,1.0,1.0,4.0,20.0,6.0,3.0,3.0,6.0,4.0,2.0,2.0,1.0,91.0
ARKANSAS,Cities,Lincoln,2308.0,20.0,8.0,17.0,3.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,18.0,2.0,7.0,2.0,1.0,6.0,1.0,4.0,2.0,30.0,2.0,1.0,8.0,1.0,3.0,3.0,15.0,6.0,3.0,3.0,7.0,5.0,2.0,2.0,4.0,144.0
ARKANSAS,Cities,Little Flock,2667.0,29.0,4.0,5.0,20.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,8.0,2.0,4.0,2.0,2.0,4.0,2.0,21.0,2.0,10.0,8.0,1.0,2.0,4.0,11.0,3.0,3.0,2.0,7.0,4.0,3.0,2.0,2.0,160.0
ARKANSAS,Cities,Little Rock,196055.0,10888.0,1632.0,6175.0,3081.0,53.0,149.0,140.0,9.0,4.0,2.0,2.0,87.0,4226.0,411.0,1213.0,1.0,877.0,28.0,644.0,197.0,8.0,10556.0,4.0,1980.0,54.0,2.0,2935.0,164.0,5417.0,1133.0,814.0,169.0,1051.0,629.0,422.0,3.0,240.0,55926.0
ARKANSAS,Cities,Lonoke,4319.0,133.0,16.0,76.0,41.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,40.0,19.0,55.0,2.0,10.0,1.0,9.0,4.0,2.0,176.0,2.0,1.0,15.0,1.0,9.0,1.0,150.0,3.0,2.0,4.0,54.0,35.0,19.0,1.0,7.0,882.0
ARKANSAS,Cities,Lowell,7565.0,62.0,10.0,28.0,24.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,55.0,5.0,59.0,2.0,8.0,2.0,6.0,4.0,2.0,176.0,1.0,5.0,33.0,1.0,24.0,6.0,107.0,13.0,1.0,1.0,45.0,26.0,19.0,1.0,6.0,731.0
ARKANSAS,Cities,Luxora,1169.0,7.0,2.0,2.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,7.0,2.0,13.0,6.0,6.0,4.0,2.0,4.0,2.0,10.0,13.0,1.0,14.0,4.0,4.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,31.0
ARKANSAS,Cities,Magnolia,11554.0,118.0,20.0,94.0,4.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,157.0,34.0,49.0,1.0,31.0,17.0,6.0,8.0,2.0,245.0,2.0,36.0,45.0,3.0,34.0,5.0,120.0,24.0,4.0,2.0,47.0,40.0,7.0,1.0,5.0,1169.0
ARKANSAS,Cities,Marianna,4084.0,63.0,1.0,60.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,69.0,2.0,4.0,2.0,1.0,6.0,1.0,4.0,2.0,112.0,1.0,13.0,7.0,1.0,4.0,1.0,86.0,9.0,6.0,3.0,4.0,4.0,12.0,2.0,3.0,455.0
ARKANSAS,Cities,Marion,12300.0,406.0,48.0,192.0,166.0,7.0,9.0,5.0,1.0,3.0,1.0,2.0,5.0,178.0,9.0,154.0,2.0,39.0,24.0,12.0,3.0,2.0,388.0,1.0,23.0,36.0,1.0,59.0,4.0,264.0,23.0,10.0,8.0,66.0,48.0,18.0,3.0,17.0,2232.0
ARKANSAS,Cities,Marmaduke,1132.0,30.0,13.0,10.0,7.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,21.0,4.0,10.0,2.0,13.0,6.0,6.0,4.0,2.0,49.0,2.0,4.0,14.0,1.0,6.0,2.0,23.0,1.0,3.0,3.0,17.0,14.0,3.0,2.0,4.0,234.0
ARKANSAS,Cities,Maumelle,17391.0,178.0,21.0,98.0,59.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,52.0,15.0,81.0,2.0,29.0,8.0,17.0,4.0,2.0,318.0,1.0,25.0,6.0,1.0,129.0,23.0,133.0,8.0,5.0,14.0,229.0,138.0,91.0,2.0,8.0,1705.0
ARKANSAS,Cities,Mayflower,2307.0,29.0,2.0,13.0,14.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,24.0,2.0,6.0,2.0,10.0,6.0,7.0,3.0,2.0,56.0,2.0,7.0,19.0,1.0,5.0,4.0,24.0,6.0,1.0,3.0,48.0,29.0,19.0,2.0,4.0,336.0
ARKANSAS,Cities,McGehee,4157.0,130.0,22.0,66.0,42.0,5.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,47.0,7.0,75.0,2.0,19.0,2.0,16.0,1.0,2.0,135.0,3.0,14.0,80.0,1.0,6.0,5.0,27.0,5.0,3.0,2.0,14.0,10.0,4.0,2.0,6.0,756.0
ARKANSAS,Cities,McRae,696.0,20.0,1.0,8.0,11.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,13.0,5.0,8.0,2.0,1.0,6.0,6.0,1.0,2.0,27.0,2.0,1.0,7.0,1.0,10.0,2.0,7.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,121.0
ARKANSAS,Cities,Mena,5745.0,147.0,9.0,77.0,61.0,4.0,8.0,5.0,1.0,2.0,2.0,2.0,2.0,109.0,29.0,51.0,2.0,8.0,1.0,4.0,3.0,2.0,313.0,2.0,40.0,77.0,2.0,40.0,4.0,150.0,10.0,2.0,13.0,33.0,20.0,13.0,1.0,4.0,1245.0
ARKANSAS,Cities,Mineral Springs,1221.0,13.0,2.0,9.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,10.0,5.0,7.0,2.0,1.0,6.0,1.0,4.0,2.0,8.0,2.0,10.0,1.0,1.0,14.0,1.0,6.0,1.0,3.0,3.0,5.0,5.0,12.0,2.0,2.0,74.0
ARKANSAS,Cities,Monticello,9482.0,162.0,31.0,101.0,30.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,111.0,24.0,122.0,2.0,34.0,4.0,11.0,19.0,2.0,335.0,2.0,82.0,22.0,1.0,45.0,5.0,176.0,7.0,4.0,1.0,69.0,62.0,7.0,2.0,21.0,1502.0
ARKANSAS,Cities,Morrilton,6792.0,239.0,17.0,113.0,109.0,3.0,8.0,2.0,2.0,6.0,2.0,2.0,2.0,36.0,11.0,97.0,2.0,28.0,1.0,13.0,14.0,2.0,298.0,1.0,55.0,79.0,1.0,36.0,8.0,116.0,6.0,3.0,8.0,193.0,148.0,45.0,1.0,14.0,1708.0
ARKANSAS,Cities,Mountain Home,12501.0,133.0,1.0,94.0,38.0,2.0,15.0,6.0,2.0,1.0,2.0,2.0,2.0,32.0,27.0,133.0,2.0,48.0,35.0,13.0,4.0,2.0,615.0,2.0,109.0,3.0,1.0,90.0,1.0,406.0,12.0,3.0,2.0,188.0,138.0,50.0,2.0,3.0,2207.0
ARKANSAS,Cities,Mountain View,2804.0,55.0,8.0,26.0,21.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,22.0,6.0,24.0,2.0,8.0,3.0,4.0,1.0,2.0,82.0,2.0,8.0,11.0,2.0,5.0,1.0,52.0,3.0,3.0,1.0,32.0,27.0,5.0,1.0,4.0,424.0
ARKANSAS,Cities,Mulberry,1660.0,68.0,6.0,50.0,12.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,34.0,2.0,12.0,2.0,4.0,6.0,4.0,4.0,2.0,60.0,2.0,3.0,13.0,1.0,14.0,4.0,57.0,6.0,1.0,3.0,8.0,5.0,3.0,2.0,1.0,339.0
ARKANSAS,Cities,Murfreesboro,1644.0,9.0,2.0,7.0,11.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,1.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,10.0,2.0,5.0,13.0,1.0,14.0,4.0,5.0,6.0,3.0,3.0,53.0,33.0,20.0,2.0,4.0,155.0
ARKANSAS,Cities,Nashville,4678.0,35.0,16.0,6.0,13.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,66.0,24.0,30.0,2.0,16.0,2.0,13.0,1.0,2.0,245.0,1.0,50.0,6.0,1.0,15.0,4.0,173.0,1.0,1.0,7.0,58.0,44.0,14.0,2.0,9.0,856.0
ARKANSAS,Cities,Newport,7862.0,281.0,3.0,196.0,82.0,2.0,11.0,5.0,6.0,4.0,2.0,2.0,3.0,154.0,35.0,193.0,2.0,11.0,6.0,11.0,4.0,2.0,469.0,2.0,17.0,13.0,1.0,14.0,4.0,452.0,19.0,13.0,3.0,74.0,57.0,17.0,2.0,19.0,2132.0
ARKANSAS,Cities,North Little Rock,63125.0,1781.0,274.0,997.0,510.0,11.0,14.0,9.0,1.0,4.0,6.0,6.0,10.0,1188.0,181.0,1419.0,12.0,287.0,48.0,211.0,25.0,1.0,3925.0,17.0,863.0,429.0,9.0,1120.0,180.0,1294.0,369.0,179.0,176.0,694.0,529.0,165.0,2.0,162.0,17143.0
ARKANSAS,Cities,Osceola,7702.0,224.0,88.0,51.0,85.0,2.0,10.0,9.0,2.0,1.0,2.0,1.0,4.0,195.0,19.0,202.0,2.0,30.0,7.0,12.0,11.0,2.0,288.0,1.0,45.0,19.0,4.0,35.0,8.0,175.0,10.0,5.0,1.0,71.0,56.0,15.0,2.0,9.0,1697.0
ARKANSAS,Cities,Ozark,3683.0,135.0,13.0,61.0,61.0,2.0,12.0,5.0,1.0,5.0,2.0,2.0,2.0,46.0,17.0,53.0,2.0,29.0,2.0,22.0,5.0,2.0,152.0,2.0,2.0,43.0,1.0,9.0,4.0,94.0,4.0,1.0,5.0,39.0,28.0,11.0,2.0,2.0,862.0
ARKANSAS,Cities,Pangburn,611.0,14.0,8.0,4.0,10.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,4.0,2.0,2.0,1.0,6.0,1.0,4.0,2.0,21.0,2.0,1.0,6.0,1.0,1.0,4.0,13.0,1.0,3.0,3.0,6.0,6.0,12.0,2.0,4.0,99.0
ARKANSAS,Cities,Paragould,26602.0,974.0,61.0,656.0,257.0,2.0,30.0,10.0,8.0,12.0,7.0,7.0,6.0,580.0,82.0,623.0,2.0,89.0,34.0,53.0,4.0,2.0,1456.0,2.0,194.0,13.0,1.0,14.0,4.0,1262.0,88.0,16.0,10.0,122.0,92.0,30.0,1.0,23.0,6797.0
ARKANSAS,Cities,Paris,3535.0,65.0,6.0,27.0,32.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,75.0,13.0,27.0,2.0,7.0,3.0,3.0,1.0,2.0,130.0,2.0,6.0,25.0,1.0,20.0,2.0,75.0,7.0,3.0,10.0,37.0,22.0,15.0,2.0,4.0,616.0
ARKANSAS,Cities,Parkin,1103.0,21.0,8.0,5.0,8.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,23.0,5.0,9.0,2.0,3.0,1.0,6.0,2.0,2.0,18.0,2.0,10.0,13.0,1.0,14.0,4.0,18.0,6.0,3.0,3.0,34.0,22.0,12.0,2.0,4.0,190.0
ARKANSAS,Cities,Pea Ridge,4948.0,93.0,22.0,18.0,53.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,36.0,7.0,43.0,2.0,8.0,1.0,6.0,1.0,2.0,67.0,2.0,1.0,7.0,1.0,5.0,4.0,54.0,2.0,1.0,6.0,46.0,27.0,19.0,2.0,4.0,541.0
ARKANSAS,Cities,Perryville,1461.0,21.0,1.0,13.0,7.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,7.0,2.0,1.0,1.0,6.0,4.0,2.0,27.0,2.0,2.0,5.0,1.0,5.0,1.0,14.0,1.0,3.0,3.0,1.0,1.0,12.0,2.0,1.0,113.0
ARKANSAS,Cities,Piggott,3813.0,26.0,4.0,13.0,9.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,40.0,6.0,41.0,2.0,4.0,2.0,2.0,4.0,2.0,67.0,2.0,1.0,14.0,1.0,24.0,1.0,26.0,6.0,3.0,2.0,14.0,8.0,6.0,2.0,1.0,313.0
ARKANSAS,Cities,Pine Bluff,48522.0,2772.0,445.0,1557.0,770.0,7.0,52.0,33.0,7.0,11.0,12.0,11.0,39.0,1121.0,107.0,2431.0,2.0,361.0,119.0,204.0,38.0,2.0,3003.0,2.0,359.0,13.0,5.0,191.0,4.0,2448.0,184.0,136.0,72.0,306.0,235.0,71.0,1.0,93.0,17237.0
ARKANSAS,Cities,Plummerville,830.0,23.0,9.0,14.0,11.0,2.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,5.0,6.0,2.0,3.0,2.0,8.0,2.0,3.0,2.0,1.0,14.0,4.0,3.0,6.0,3.0,1.0,12.0,6.0,6.0,1.0,2.0,120.0
ARKANSAS,Cities,Pocahontas,6650.0,19.0,4.0,11.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,38.0,2.0,1.0,6.0,6.0,1.0,2.0,6.0,2.0,3.0,13.0,1.0,14.0,4.0,3.0,6.0,3.0,3.0,25.0,22.0,3.0,2.0,2.0,106.0
ARKANSAS,Cities,Pottsville,2877.0,21.0,5.0,14.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,29.0,1.0,6.0,2.0,2.0,6.0,1.0,1.0,2.0,14.0,1.0,10.0,8.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,5.0,2.0,3.0,1.0,4.0,126.0
ARKANSAS,Cities,Prairie Grove,4497.0,65.0,9.0,40.0,16.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,13.0,6.0,14.0,2.0,7.0,2.0,6.0,5.0,2.0,71.0,1.0,10.0,3.0,1.0,3.0,1.0,53.0,2.0,3.0,1.0,54.0,32.0,22.0,2.0,2.0,448.0
ARKANSAS,Cities,Prescott,3317.0,67.0,12.0,51.0,4.0,2.0,6.0,1.0,2.0,5.0,2.0,2.0,4.0,42.0,6.0,26.0,2.0,6.0,3.0,2.0,4.0,1.0,111.0,1.0,33.0,24.0,1.0,13.0,3.0,37.0,1.0,4.0,2.0,12.0,12.0,12.0,2.0,2.0,491.0
ARKANSAS,Cities,Quitman,764.0,20.0,8.0,7.0,13.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,6.0,2.0,13.0,6.0,6.0,4.0,2.0,21.0,1.0,10.0,5.0,1.0,2.0,1.0,12.0,1.0,3.0,3.0,14.0,11.0,3.0,2.0,2.0,125.0
ARKANSAS,Cities,Redfield,1280.0,10.0,1.0,6.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,14.0,1.0,13.0,2.0,4.0,6.0,4.0,4.0,2.0,28.0,2.0,2.0,2.0,1.0,4.0,4.0,20.0,4.0,3.0,1.0,14.0,11.0,3.0,2.0,4.0,145.0
ARKANSAS,Cities,Rison,1349.0,10.0,1.0,8.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,23.0,1.0,10.0,2.0,13.0,6.0,6.0,4.0,2.0,23.0,2.0,10.0,8.0,1.0,5.0,2.0,8.0,1.0,1.0,3.0,34.0,25.0,12.0,2.0,4.0,102.0
ARKANSAS,Cities,Rogers,57757.0,539.0,148.0,241.0,150.0,7.0,98.0,45.0,7.0,44.0,2.0,2.0,5.0,321.0,99.0,404.0,27.0,245.0,65.0,104.0,76.0,2.0,1734.0,2.0,461.0,13.0,2.0,288.0,2.0,977.0,53.0,11.0,19.0,381.0,240.0,141.0,6.0,19.0,6965.0
ARKANSAS,Cities,Russellville,28267.0,384.0,70.0,274.0,40.0,3.0,24.0,19.0,2.0,3.0,2.0,2.0,3.0,264.0,41.0,387.0,3.0,114.0,1.0,90.0,23.0,2.0,1013.0,2.0,174.0,13.0,1.0,35.0,4.0,803.0,61.0,6.0,14.0,280.0,172.0,108.0,1.0,21.0,4434.0
ARKANSAS,Cities,Sheridan,4655.0,106.0,16.0,40.0,50.0,2.0,5.0,1.0,3.0,4.0,2.0,2.0,2.0,55.0,8.0,19.0,2.0,13.0,3.0,10.0,4.0,2.0,111.0,2.0,16.0,16.0,1.0,19.0,1.0,59.0,3.0,1.0,5.0,11.0,7.0,4.0,2.0,1.0,588.0
ARKANSAS,Cities,Sherwood,29914.0,538.0,110.0,287.0,141.0,2.0,13.0,3.0,1.0,9.0,2.0,2.0,3.0,156.0,77.0,163.0,2.0,185.0,73.0,106.0,6.0,2.0,827.0,4.0,108.0,11.0,5.0,115.0,21.0,563.0,48.0,12.0,33.0,316.0,311.0,5.0,2.0,68.0,4320.0
ARKANSAS,Cities,Siloam Springs,15497.0,269.0,35.0,154.0,80.0,2.0,19.0,10.0,3.0,6.0,2.0,2.0,3.0,109.0,44.0,66.0,2.0,29.0,10.0,19.0,4.0,2.0,358.0,2.0,107.0,78.0,1.0,38.0,10.0,120.0,19.0,4.0,11.0,102.0,63.0,39.0,1.0,11.0,1824.0
ARKANSAS,Cities,Springdale,71668.0,1615.0,244.0,780.0,591.0,20.0,156.0,59.0,19.0,70.0,10.0,10.0,16.0,461.0,186.0,1013.0,2.0,268.0,134.0,96.0,38.0,2.0,2092.0,2.0,412.0,13.0,8.0,352.0,171.0,1147.0,146.0,30.0,50.0,596.0,347.0,249.0,9.0,50.0,11463.0
ARKANSAS,Cities,Stamps,1671.0,28.0,1.0,21.0,6.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,20.0,2.0,13.0,2.0,2.0,6.0,6.0,2.0,2.0,18.0,2.0,1.0,2.0,1.0,2.0,1.0,12.0,6.0,3.0,1.0,6.0,6.0,12.0,2.0,1.0,148.0
ARKANSAS,Cities,Star City,2258.0,25.0,3.0,20.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,13.0,3.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,15.0,2.0,1.0,5.0,1.0,14.0,1.0,7.0,6.0,1.0,3.0,9.0,4.0,5.0,2.0,1.0,122.0
ARKANSAS,Cities,Swifton,794.0,2.0,8.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,1.0,2.0,10.0,13.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,17.0,13.0,4.0,2.0,1.0,41.0
ARKANSAS,Cities,Texarkana,30231.0,1673.0,343.0,732.0,598.0,7.0,10.0,3.0,3.0,2.0,6.0,4.0,2.0,439.0,60.0,456.0,1.0,96.0,36.0,57.0,1.0,2.0,1527.0,2.0,419.0,13.0,1.0,261.0,2.0,831.0,98.0,46.0,32.0,231.0,171.0,60.0,2.0,33.0,8274.0
ARKANSAS,Cities,Trumann,7250.0,168.0,38.0,82.0,48.0,1.0,12.0,10.0,2.0,2.0,2.0,2.0,2.0,135.0,35.0,150.0,2.0,23.0,9.0,13.0,1.0,2.0,396.0,4.0,11.0,44.0,1.0,21.0,2.0,314.0,9.0,6.0,22.0,188.0,127.0,61.0,2.0,6.0,1944.0
ARKANSAS,Cities,Van Buren,22877.0,440.0,50.0,292.0,98.0,1.0,20.0,13.0,2.0,6.0,2.0,2.0,2.0,190.0,53.0,175.0,5.0,42.0,23.0,18.0,4.0,1.0,555.0,2.0,105.0,21.0,1.0,41.0,23.0,364.0,33.0,6.0,15.0,210.0,146.0,64.0,8.0,8.0,3034.0
ARKANSAS,Cities,Vilonia,3939.0,41.0,3.0,31.0,7.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,35.0,7.0,22.0,2.0,20.0,1.0,18.0,1.0,2.0,62.0,2.0,2.0,18.0,1.0,3.0,4.0,38.0,1.0,3.0,7.0,110.0,61.0,49.0,2.0,10.0,558.0
ARKANSAS,Cities,Waldron,3644.0,127.0,5.0,88.0,34.0,2.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,84.0,14.0,77.0,2.0,10.0,2.0,4.0,4.0,2.0,178.0,1.0,25.0,5.0,1.0,2.0,4.0,145.0,8.0,1.0,11.0,64.0,46.0,18.0,2.0,4.0,970.0
ARKANSAS,Cities,Walnut Ridge,4842.0,32.0,7.0,21.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,4.0,17.0,2.0,2.0,1.0,1.0,4.0,2.0,66.0,2.0,15.0,11.0,1.0,9.0,2.0,26.0,1.0,1.0,2.0,8.0,5.0,3.0,2.0,4.0,270.0
ARKANSAS,Cities,Ward,4143.0,109.0,17.0,60.0,32.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,65.0,4.0,50.0,2.0,11.0,2.0,8.0,1.0,2.0,125.0,1.0,4.0,12.0,1.0,18.0,3.0,87.0,6.0,3.0,5.0,74.0,44.0,30.0,2.0,5.0,790.0
ARKANSAS,Cities,Warren,6013.0,51.0,17.0,26.0,8.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,114.0,4.0,31.0,2.0,13.0,9.0,4.0,4.0,2.0,56.0,2.0,17.0,6.0,1.0,1.0,1.0,31.0,4.0,9.0,5.0,7.0,7.0,12.0,2.0,6.0,434.0
ARKANSAS,Cities,West Fork,2385.0,32.0,4.0,10.0,18.0,2.0,5.0,4.0,2.0,1.0,2.0,2.0,1.0,29.0,2.0,10.0,2.0,4.0,6.0,4.0,4.0,2.0,43.0,1.0,1.0,10.0,1.0,16.0,4.0,13.0,1.0,3.0,4.0,17.0,8.0,9.0,2.0,4.0,253.0
ARKANSAS,Cities,West Memphis,26153.0,1413.0,487.0,613.0,313.0,20.0,57.0,30.0,6.0,19.0,2.0,2.0,16.0,1102.0,195.0,710.0,2.0,107.0,10.0,93.0,4.0,2.0,1768.0,3.0,5.0,144.0,3.0,281.0,57.0,1275.0,147.0,137.0,75.0,469.0,370.0,99.0,2.0,107.0,10155.0
ARKANSAS,Cities,White Hall,5456.0,26.0,5.0,16.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,33.0,13.0,24.0,2.0,9.0,6.0,9.0,4.0,2.0,90.0,2.0,3.0,11.0,1.0,15.0,2.0,58.0,7.0,3.0,1.0,17.0,16.0,1.0,2.0,2.0,368.0
ARKANSAS,Universities and Colleges,"Arkansas State University, Jonesboro",13900.0,30.0,4.0,11.0,15.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,19.0,1.0,35.0,2.0,9.0,6.0,9.0,4.0,2.0,126.0,2.0,10.0,38.0,1.0,9.0,3.0,76.0,1.0,1.0,3.0,12.0,11.0,1.0,2.0,1.0,416.0
ARKANSAS,Universities and Colleges,Arkansas Tech University,10464.0,10.0,1.0,2.0,7.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,37.0,5.0,7.0,2.0,13.0,6.0,6.0,4.0,2.0,103.0,2.0,10.0,48.0,1.0,18.0,1.0,36.0,6.0,1.0,1.0,8.0,4.0,4.0,2.0,4.0,290.0
ARKANSAS,Universities and Colleges,Henderson State University,3774.0,18.0,2.0,9.0,7.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,13.0,1.0,16.0,2.0,13.0,6.0,6.0,4.0,2.0,56.0,2.0,10.0,16.0,1.0,4.0,2.0,34.0,1.0,3.0,3.0,3.0,3.0,12.0,2.0,4.0,189.0
ARKANSAS,Universities and Colleges,University of Arkansas:,5227.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
ARKANSAS,Universities and Colleges,Fayetteville,23199.0,54.0,6.0,22.0,26.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,43.0,2.0,70.0,2.0,4.0,6.0,4.0,4.0,2.0,166.0,2.0,13.0,52.0,1.0,29.0,8.0,62.0,12.0,3.0,3.0,155.0,84.0,71.0,2.0,5.0,908.0
