State,Agency Type,Agency Name,Population1,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Kidnapping/ Abduction,Sex Offenses,Rape,Sodomy,Fondling,"Sex Offenses, Nonforcible",Statutory Rape,Arson,Burglary/ Breaking & Entering,Counter- feiting/ Forgery,Destruction/ Damage/ Vandalism,Embezzle- ment,Fraud Offenses,False Pretenses/ Swindle/ Confidence Game,Credit Card/ Automated Teller Machine Fraud,Imperson- ation,Wire Fraud,Larceny- Theft Offenses,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses ,Drug/ Narcotic Offenses,Drug/ Narcotic Violations,Drug Equipment Violations,Porno- graphy/ Obscene Material,Weapon Law Violations,Total Offenses
TENNESSEE,Cities,Kenton,1295.0,40.0,3.0,25.0,12.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,8.0,5.0,4.0,2.0,2.0,6.0,1.0,1.0,2.0,19.0,2.0,3.0,2.0,1.0,7.0,4.0,7.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,145.0
TENNESSEE,Cities,Kimball,1407.0,42.0,5.0,15.0,22.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,8.0,8.0,23.0,2.0,7.0,1.0,4.0,2.0,2.0,100.0,1.0,41.0,40.0,1.0,10.0,1.0,6.0,5.0,3.0,3.0,29.0,22.0,7.0,2.0,1.0,403.0
TENNESSEE,Cities,Kingsport,49639.0,1664.0,284.0,1265.0,115.0,20.0,83.0,31.0,1.0,50.0,9.0,9.0,14.0,417.0,373.0,815.0,51.0,779.0,261.0,390.0,116.0,11.0,2405.0,1.0,743.0,584.0,10.0,414.0,158.0,491.0,124.0,50.0,17.0,708.0,462.0,246.0,3.0,46.0,13250.0
TENNESSEE,Cities,Kingston,5946.0,65.0,4.0,32.0,29.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,20.0,3.0,28.0,1.0,16.0,8.0,5.0,3.0,2.0,78.0,2.0,6.0,18.0,1.0,15.0,3.0,35.0,5.0,6.0,3.0,22.0,16.0,6.0,2.0,4.0,437.0
TENNESSEE,Cities,Kingston Springs,2777.0,8.0,8.0,7.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,2.0,2.0,13.0,6.0,6.0,4.0,2.0,10.0,2.0,1.0,3.0,1.0,14.0,2.0,4.0,1.0,3.0,3.0,18.0,11.0,7.0,2.0,4.0,75.0
TENNESSEE,Cities,Knoxville,182254.0,4318.0,1116.0,2967.0,235.0,45.0,242.0,120.0,21.0,95.0,14.0,12.0,23.0,2872.0,232.0,2009.0,87.0,499.0,160.0,195.0,133.0,11.0,8546.0,16.0,2890.0,1315.0,47.0,1610.0,653.0,2001.0,920.0,532.0,64.0,3292.0,1881.0,1411.0,7.0,217.0,41131.0
TENNESSEE,Cities,Lafayette,4557.0,52.0,11.0,36.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,17.0,4.0,15.0,2.0,6.0,3.0,1.0,2.0,2.0,35.0,2.0,9.0,3.0,1.0,8.0,4.0,10.0,10.0,3.0,3.0,44.0,32.0,12.0,2.0,2.0,333.0
TENNESSEE,Cities,La Follette,7481.0,388.0,51.0,187.0,150.0,4.0,13.0,5.0,4.0,4.0,2.0,2.0,5.0,204.0,30.0,191.0,9.0,84.0,35.0,24.0,23.0,2.0,457.0,2.0,75.0,171.0,3.0,80.0,40.0,88.0,17.0,14.0,3.0,313.0,167.0,146.0,1.0,15.0,3008.0
TENNESSEE,Cities,Lake City,1798.0,28.0,3.0,23.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,34.0,4.0,17.0,2.0,24.0,2.0,21.0,1.0,2.0,75.0,2.0,25.0,20.0,1.0,12.0,6.0,12.0,4.0,1.0,3.0,7.0,2.0,5.0,2.0,4.0,330.0
TENNESSEE,Cities,La Vergne,33665.0,593.0,128.0,403.0,62.0,11.0,32.0,12.0,4.0,4.0,1.0,2.0,3.0,170.0,11.0,241.0,2.0,38.0,4.0,29.0,5.0,2.0,351.0,2.0,24.0,4.0,1.0,78.0,22.0,223.0,38.0,18.0,3.0,190.0,154.0,36.0,2.0,27.0,2930.0
TENNESSEE,Cities,Lawrenceburg,10576.0,506.0,60.0,288.0,158.0,1.0,14.0,4.0,1.0,8.0,6.0,6.0,5.0,124.0,20.0,211.0,8.0,111.0,69.0,33.0,9.0,2.0,461.0,2.0,123.0,173.0,1.0,68.0,31.0,66.0,13.0,6.0,3.0,189.0,133.0,56.0,3.0,11.0,2976.0
TENNESSEE,Cities,Lebanon,26991.0,672.0,163.0,443.0,66.0,2.0,20.0,10.0,1.0,5.0,3.0,3.0,1.0,192.0,66.0,223.0,22.0,356.0,100.0,231.0,25.0,2.0,905.0,3.0,233.0,41.0,7.0,198.0,14.0,409.0,56.0,24.0,2.0,433.0,283.0,150.0,1.0,37.0,5411.0
TENNESSEE,Cities,Lenoir City,8836.0,350.0,35.0,203.0,112.0,3.0,8.0,3.0,2.0,5.0,1.0,1.0,1.0,113.0,37.0,40.0,8.0,91.0,51.0,37.0,3.0,2.0,385.0,2.0,133.0,72.0,12.0,53.0,33.0,81.0,19.0,14.0,3.0,92.0,58.0,34.0,2.0,6.0,2095.0
TENNESSEE,Cities,Lewisburg,11287.0,298.0,55.0,202.0,41.0,2.0,11.0,7.0,1.0,3.0,2.0,2.0,4.0,91.0,21.0,149.0,4.0,54.0,24.0,21.0,8.0,1.0,190.0,2.0,58.0,46.0,3.0,27.0,11.0,45.0,10.0,1.0,3.0,72.0,49.0,23.0,2.0,10.0,1546.0
TENNESSEE,Cities,Lexington,7755.0,537.0,106.0,272.0,159.0,3.0,19.0,5.0,2.0,12.0,4.0,4.0,1.0,71.0,26.0,144.0,3.0,62.0,18.0,31.0,13.0,2.0,349.0,1.0,93.0,75.0,1.0,39.0,16.0,124.0,17.0,6.0,5.0,207.0,150.0,57.0,3.0,19.0,2658.0
TENNESSEE,Cities,Livingston,4106.0,44.0,18.0,18.0,8.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,10.0,35.0,2.0,18.0,15.0,6.0,3.0,2.0,83.0,1.0,10.0,38.0,1.0,11.0,2.0,21.0,4.0,1.0,3.0,54.0,31.0,23.0,2.0,3.0,463.0
TENNESSEE,Cities,Lookout Mountain,1871.0,4.0,2.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,7.0,3.0,3.0,1.0,2.0,17.0,2.0,10.0,14.0,1.0,14.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,12.0,2.0,4.0,74.0
TENNESSEE,Cities,Loretto,1737.0,13.0,1.0,5.0,7.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,6.0,2.0,4.0,6.0,2.0,2.0,2.0,21.0,2.0,1.0,11.0,1.0,3.0,1.0,5.0,6.0,3.0,3.0,5.0,4.0,1.0,2.0,4.0,102.0
TENNESSEE,Cities,Loudon,5499.0,54.0,3.0,19.0,32.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,9.0,5.0,39.0,2.0,1.0,6.0,1.0,4.0,2.0,34.0,2.0,5.0,18.0,1.0,8.0,4.0,3.0,1.0,1.0,3.0,11.0,7.0,4.0,2.0,1.0,251.0
TENNESSEE,Cities,Madisonville,4651.0,142.0,11.0,73.0,58.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,49.0,13.0,53.0,2.0,26.0,6.0,18.0,6.0,2.0,243.0,1.0,74.0,63.0,1.0,38.0,5.0,61.0,13.0,5.0,3.0,49.0,37.0,12.0,2.0,1.0,1058.0
TENNESSEE,Cities,Manchester,10226.0,427.0,70.0,238.0,119.0,1.0,13.0,5.0,1.0,7.0,1.0,1.0,1.0,103.0,56.0,169.0,16.0,139.0,89.0,39.0,4.0,1.0,494.0,2.0,128.0,113.0,1.0,134.0,26.0,91.0,16.0,7.0,3.0,255.0,189.0,66.0,2.0,8.0,3045.0
TENNESSEE,Cities,Martin,11556.0,240.0,33.0,165.0,42.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,55.0,13.0,79.0,5.0,29.0,12.0,14.0,3.0,2.0,289.0,2.0,59.0,54.0,1.0,85.0,1.0,87.0,4.0,1.0,3.0,78.0,60.0,18.0,1.0,8.0,1443.0
TENNESSEE,Cities,Maryville,27874.0,283.0,42.0,222.0,19.0,2.0,12.0,5.0,3.0,4.0,3.0,2.0,1.0,191.0,46.0,136.0,16.0,105.0,55.0,40.0,10.0,2.0,634.0,2.0,199.0,162.0,2.0,116.0,39.0,116.0,25.0,13.0,3.0,169.0,81.0,88.0,2.0,6.0,2848.0
TENNESSEE,Cities,Mason,1626.0,65.0,18.0,38.0,9.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,10.0,8.0,11.0,2.0,4.0,1.0,2.0,1.0,2.0,27.0,2.0,3.0,3.0,1.0,6.0,1.0,14.0,8.0,2.0,1.0,30.0,29.0,1.0,2.0,3.0,307.0
TENNESSEE,Cities,Maury City,678.0,11.0,5.0,4.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,7.0,2.0,3.0,2.0,6.0,1.0,2.0,11.0,2.0,10.0,6.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,12.0,2.0,4.0,70.0
TENNESSEE,Cities,Maynardville,2443.0,40.0,6.0,30.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,25.0,4.0,29.0,2.0,14.0,12.0,6.0,2.0,2.0,99.0,2.0,21.0,24.0,1.0,15.0,7.0,32.0,8.0,1.0,1.0,78.0,43.0,35.0,2.0,2.0,539.0
TENNESSEE,Cities,McEwen,1757.0,21.0,4.0,17.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,13.0,6.0,6.0,4.0,2.0,10.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,9.0,29.0,19.0,10.0,2.0,4.0,138.0
TENNESSEE,Cities,McKenzie,5344.0,104.0,15.0,80.0,9.0,2.0,7.0,2.0,2.0,5.0,2.0,2.0,1.0,52.0,20.0,34.0,3.0,62.0,20.0,39.0,3.0,2.0,114.0,2.0,22.0,31.0,1.0,26.0,8.0,24.0,4.0,1.0,3.0,82.0,58.0,24.0,2.0,1.0,858.0
TENNESSEE,Cities,McMinnville,13746.0,414.0,88.0,249.0,77.0,2.0,24.0,14.0,2.0,10.0,5.0,5.0,6.0,133.0,29.0,185.0,6.0,119.0,62.0,23.0,33.0,1.0,476.0,2.0,161.0,113.0,1.0,60.0,30.0,109.0,39.0,8.0,4.0,231.0,146.0,85.0,1.0,14.0,2965.0
TENNESSEE,Cities,Medina,3527.0,47.0,1.0,24.0,22.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,2.0,11.0,2.0,6.0,5.0,1.0,4.0,2.0,17.0,2.0,10.0,3.0,1.0,3.0,4.0,11.0,6.0,3.0,3.0,13.0,8.0,5.0,2.0,1.0,188.0
TENNESSEE,Cities,Memphis,657436.0,38998.0,7621.0,22320.0,9057.0,384.0,970.0,424.0,111.0,406.0,94.0,92.0,407.0,12500.0,1289.0,13028.0,431.0,3553.0,889.0,1604.0,1028.0,29.0,26239.0,101.0,6013.0,2848.0,35.0,5585.0,4590.0,6927.0,2917.0,3399.0,113.0,6856.0,5528.0,1328.0,42.0,1390.0,191517.0
TENNESSEE,Cities,Middleton,698.0,16.0,8.0,11.0,5.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,6.0,4.0,2.0,8.0,2.0,10.0,7.0,1.0,14.0,4.0,1.0,6.0,3.0,3.0,1.0,1.0,12.0,2.0,1.0,56.0
TENNESSEE,Cities,Milan,7955.0,267.0,56.0,140.0,71.0,2.0,7.0,2.0,2.0,5.0,3.0,3.0,2.0,81.0,49.0,82.0,14.0,175.0,69.0,100.0,4.0,2.0,209.0,2.0,45.0,60.0,2.0,32.0,10.0,60.0,9.0,6.0,3.0,77.0,50.0,27.0,2.0,15.0,1736.0
TENNESSEE,Cities,Millersville,6609.0,86.0,23.0,45.0,18.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,30.0,5.0,15.0,1.0,4.0,3.0,6.0,1.0,2.0,62.0,2.0,5.0,18.0,1.0,10.0,8.0,21.0,4.0,1.0,3.0,56.0,28.0,28.0,2.0,4.0,482.0
TENNESSEE,Cities,Millington,10342.0,416.0,51.0,259.0,106.0,1.0,17.0,4.0,1.0,12.0,1.0,1.0,2.0,68.0,22.0,144.0,8.0,95.0,34.0,15.0,38.0,8.0,333.0,1.0,104.0,72.0,2.0,38.0,21.0,86.0,17.0,14.0,1.0,185.0,140.0,45.0,1.0,20.0,2392.0
TENNESSEE,Cities,Minor Hill,539.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,3.0,3.0,12.0,2.0,4.0,6.0
TENNESSEE,Cities,Monteagle,1192.0,11.0,9.0,2.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,11.0,2.0,1.0,6.0,6.0,1.0,2.0,10.0,2.0,1.0,3.0,1.0,14.0,2.0,4.0,6.0,3.0,3.0,4.0,25.0,4.0,2.0,4.0,64.0
TENNESSEE,Cities,Monterey,2898.0,21.0,2.0,14.0,5.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,19.0,2.0,9.0,3.0,4.0,2.0,2.0,67.0,1.0,5.0,21.0,3.0,11.0,1.0,25.0,3.0,3.0,3.0,9.0,8.0,1.0,2.0,4.0,242.0
TENNESSEE,Cities,Morristown,29617.0,730.0,145.0,555.0,30.0,5.0,31.0,13.0,2.0,18.0,4.0,4.0,4.0,161.0,110.0,294.0,22.0,337.0,176.0,144.0,15.0,2.0,1525.0,1.0,512.0,477.0,30.0,179.0,83.0,243.0,84.0,45.0,4.0,277.0,190.0,87.0,1.0,14.0,6555.0
TENNESSEE,Cities,Moscow,562.0,13.0,3.0,8.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,7.0,2.0,3.0,2.0,1.0,14.0,1.0,1.0,1.0,1.0,3.0,15.0,10.0,5.0,2.0,2.0,81.0
TENNESSEE,Cities,Mountain City,2550.0,26.0,11.0,13.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,8.0,4.0,18.0,2.0,3.0,6.0,1.0,1.0,1.0,46.0,1.0,8.0,11.0,1.0,8.0,6.0,11.0,2.0,3.0,3.0,10.0,4.0,6.0,2.0,4.0,206.0
TENNESSEE,Cities,Mount Carmel,5458.0,42.0,11.0,31.0,11.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,16.0,15.0,12.0,14.0,10.0,2.0,4.0,4.0,2.0,53.0,2.0,10.0,23.0,1.0,8.0,3.0,19.0,5.0,3.0,1.0,67.0,34.0,33.0,2.0,4.0,413.0
TENNESSEE,Cities,Mount Juliet,24419.0,220.0,46.0,146.0,28.0,2.0,9.0,3.0,1.0,4.0,5.0,3.0,2.0,69.0,11.0,79.0,12.0,77.0,32.0,26.0,18.0,2.0,374.0,2.0,115.0,91.0,6.0,70.0,18.0,73.0,14.0,5.0,3.0,352.0,226.0,126.0,2.0,15.0,2310.0
TENNESSEE,Cities,Mount Pleasant,4629.0,155.0,29.0,108.0,18.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,23.0,8.0,76.0,2.0,13.0,4.0,5.0,4.0,2.0,125.0,1.0,4.0,58.0,1.0,18.0,4.0,40.0,4.0,1.0,3.0,75.0,52.0,23.0,2.0,7.0,860.0
TENNESSEE,Cities,Munford,6002.0,152.0,23.0,85.0,44.0,1.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,23.0,7.0,57.0,2.0,20.0,1.0,6.0,9.0,4.0,85.0,2.0,2.0,16.0,1.0,32.0,1.0,33.0,6.0,4.0,3.0,67.0,45.0,22.0,2.0,9.0,774.0
TENNESSEE,Cities,Murfreesboro,112247.0,3418.0,510.0,1745.0,1163.0,53.0,111.0,56.0,6.0,34.0,13.0,13.0,4.0,914.0,160.0,1072.0,38.0,788.0,455.0,164.0,156.0,13.0,2947.0,2.0,886.0,544.0,11.0,622.0,211.0,670.0,185.0,135.0,7.0,1690.0,1023.0,667.0,6.0,99.0,20635.0
TENNESSEE,Cities,Nashville,620886.0,24450.0,5516.0,13747.0,5187.0,199.0,899.0,312.0,127.0,390.0,59.0,58.0,93.0,5792.0,657.0,8864.0,396.0,2381.0,1250.0,379.0,582.0,166.0,19248.0,57.0,4154.0,4669.0,52.0,4248.0,2566.0,3399.0,1469.0,1736.0,15.0,14921.0,9592.0,5329.0,96.0,1061.0,146432.0
TENNESSEE,Cities,Newbern,3329.0,90.0,16.0,68.0,6.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,38.0,2.0,52.0,1.0,15.0,13.0,1.0,1.0,2.0,57.0,2.0,15.0,9.0,1.0,8.0,1.0,24.0,1.0,1.0,3.0,16.0,10.0,6.0,2.0,3.0,459.0
TENNESSEE,Cities,New Hope,1092.0,50.0,8.0,33.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,0.0
TENNESSEE,Cities,New Johnsonville,1959.0,20.0,3.0,16.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,3.0,1.0,2.0,4.0,2.0,12.0,2.0,3.0,4.0,1.0,14.0,4.0,5.0,6.0,3.0,3.0,23.0,16.0,7.0,2.0,1.0,121.0
TENNESSEE,Cities,New Market,1352.0,4.0,8.0,4.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,5.0,2.0,2.0,1.0,1.0,14.0,4.0,2.0,6.0,3.0,3.0,22.0,13.0,9.0,1.0,1.0,66.0
TENNESSEE,Cities,Newport,6979.0,337.0,49.0,172.0,116.0,2.0,11.0,3.0,2.0,7.0,1.0,2.0,2.0,86.0,39.0,126.0,10.0,52.0,9.0,24.0,15.0,4.0,599.0,3.0,196.0,194.0,13.0,90.0,16.0,87.0,25.0,12.0,3.0,159.0,91.0,68.0,1.0,12.0,2630.0
TENNESSEE,Cities,New Tazewell,3059.0,18.0,6.0,12.0,11.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,4.0,2.0,1.0,1.0,6.0,4.0,2.0,37.0,1.0,24.0,3.0,1.0,3.0,2.0,3.0,6.0,1.0,1.0,36.0,17.0,19.0,2.0,3.0,205.0
TENNESSEE,Cities,Niota,728.0,9.0,8.0,6.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,9.0,2.0,2.0,1.0,1.0,4.0,2.0,28.0,2.0,6.0,9.0,1.0,1.0,4.0,12.0,2.0,3.0,3.0,5.0,3.0,2.0,2.0,1.0,109.0
TENNESSEE,Cities,Nolensville,6086.0,14.0,3.0,10.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,12.0,1.0,4.0,6.0,2.0,1.0,1.0,34.0,2.0,1.0,7.0,1.0,9.0,3.0,13.0,1.0,3.0,3.0,24.0,16.0,8.0,2.0,4.0,170.0
TENNESSEE,Cities,Norris,1505.0,5.0,8.0,3.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,4.0,5.0,7.0,2.0,1.0,6.0,1.0,4.0,2.0,21.0,2.0,2.0,1.0,1.0,5.0,1.0,11.0,6.0,3.0,3.0,34.0,25.0,12.0,2.0,4.0,65.0
TENNESSEE,Cities,Oakland,6695.0,35.0,3.0,32.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,8.0,1.0,14.0,1.0,8.0,6.0,7.0,1.0,2.0,66.0,1.0,21.0,3.0,1.0,19.0,4.0,20.0,1.0,2.0,3.0,24.0,14.0,10.0,2.0,4.0,295.0
TENNESSEE,Cities,Oak Ridge,29593.0,429.0,55.0,338.0,36.0,3.0,24.0,8.0,3.0,12.0,4.0,4.0,5.0,215.0,64.0,176.0,19.0,223.0,60.0,126.0,34.0,3.0,760.0,2.0,161.0,272.0,5.0,123.0,51.0,146.0,60.0,21.0,34.0,254.0,166.0,88.0,3.0,18.0,4012.0
TENNESSEE,Cities,Obion,1127.0,17.0,4.0,11.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,5.0,8.0,2.0,6.0,6.0,6.0,4.0,2.0,13.0,2.0,10.0,7.0,1.0,2.0,1.0,3.0,6.0,3.0,3.0,9.0,7.0,2.0,2.0,4.0,103.0
TENNESSEE,Cities,Oliver Springs,3255.0,41.0,8.0,31.0,2.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,20.0,13.0,17.0,2.0,10.0,6.0,9.0,1.0,2.0,86.0,2.0,18.0,51.0,1.0,13.0,2.0,2.0,10.0,3.0,3.0,172.0,127.0,45.0,1.0,4.0,684.0
TENNESSEE,Cities,Oneida,3765.0,124.0,19.0,57.0,48.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,35.0,6.0,58.0,4.0,28.0,16.0,5.0,2.0,5.0,162.0,2.0,61.0,31.0,5.0,34.0,3.0,28.0,4.0,1.0,3.0,131.0,85.0,46.0,2.0,4.0,1011.0
TENNESSEE,Cities,Paris,10246.0,181.0,47.0,122.0,12.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,152.0,9.0,84.0,7.0,34.0,21.0,8.0,5.0,2.0,377.0,2.0,101.0,65.0,1.0,95.0,22.0,94.0,11.0,11.0,1.0,244.0,156.0,88.0,2.0,10.0,1965.0
TENNESSEE,Cities,Parsons,2378.0,23.0,5.0,15.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,11.0,5.0,9.0,2.0,4.0,3.0,1.0,4.0,2.0,31.0,2.0,12.0,1.0,1.0,11.0,2.0,5.0,3.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,154.0
TENNESSEE,Cities,Petersburg,550.0,12.0,8.0,3.0,9.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,13.0,6.0,6.0,4.0,2.0,5.0,2.0,10.0,2.0,1.0,14.0,4.0,3.0,6.0,3.0,3.0,1.0,1.0,12.0,2.0,4.0,42.0
TENNESSEE,Cities,Pigeon Forge,6024.0,239.0,42.0,125.0,72.0,2.0,13.0,8.0,1.0,2.0,4.0,4.0,4.0,203.0,28.0,71.0,30.0,77.0,48.0,19.0,8.0,2.0,490.0,1.0,58.0,103.0,47.0,153.0,27.0,101.0,37.0,9.0,6.0,127.0,72.0,55.0,1.0,11.0,2301.0
TENNESSEE,Cities,Pikeville,1619.0,23.0,1.0,19.0,3.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,5.0,13.0,2.0,13.0,6.0,6.0,4.0,2.0,25.0,2.0,6.0,14.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,19.0,11.0,8.0,2.0,4.0,150.0
TENNESSEE,Cities,Piperton,1460.0,9.0,1.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,7.0,2.0,5.0,1.0,4.0,2.0,2.0,4.0,2.0,12.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,4.0,76.0
TENNESSEE,Cities,Pittman Center,515.0,5.0,8.0,1.0,4.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,1.0,7.0,2.0,13.0,6.0,6.0,4.0,2.0,2.0,2.0,10.0,1.0,1.0,14.0,4.0,37.0,1.0,3.0,3.0,1.0,1.0,12.0,2.0,4.0,30.0
TENNESSEE,Cities,Plainview,2154.0,21.0,1.0,12.0,8.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,11.0,4.0,15.0,2.0,2.0,1.0,1.0,4.0,2.0,30.0,2.0,1.0,9.0,1.0,12.0,3.0,5.0,3.0,3.0,3.0,4.0,4.0,12.0,2.0,1.0,150.0
TENNESSEE,Cities,Pleasant View,4180.0,31.0,3.0,15.0,13.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,19.0,1.0,20.0,2.0,4.0,2.0,2.0,4.0,2.0,50.0,2.0,6.0,5.0,1.0,19.0,4.0,20.0,6.0,1.0,3.0,6.0,4.0,2.0,2.0,4.0,223.0
TENNESSEE,Cities,Portland,11801.0,224.0,53.0,162.0,9.0,2.0,12.0,5.0,2.0,7.0,2.0,2.0,5.0,97.0,15.0,96.0,4.0,42.0,27.0,12.0,3.0,2.0,204.0,2.0,39.0,52.0,1.0,33.0,17.0,62.0,10.0,2.0,1.0,156.0,97.0,59.0,2.0,13.0,1525.0
TENNESSEE,Cities,Powells Crossroads,1332.0,2.0,8.0,1.0,1.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,25.5,5.0,38.0,2.0,13.0,6.0,6.0,4.0,2.0,73.0,2.0,10.0,13.0,1.0,14.0,4.0,37.0,6.0,3.0,1.0,34.0,25.0,12.0,2.0,4.0,5.0
TENNESSEE,Cities,Pulaski,7910.0,255.0,45.0,191.0,19.0,3.0,19.0,6.0,2.0,11.0,2.0,2.0,3.0,87.0,45.0,131.0,1.0,68.0,53.0,10.0,4.0,1.0,299.0,2.0,77.0,83.0,1.0,41.0,19.0,78.0,11.0,7.0,4.0,122.0,96.0,26.0,1.0,4.0,1823.0
TENNESSEE,Cities,Puryear,678.0,5.0,4.0,1.0,11.0,2.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,13.0,6.0,6.0,4.0,2.0,14.0,2.0,4.0,13.0,1.0,6.0,4.0,3.0,6.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,50.0
TENNESSEE,Cities,Red Boiling Springs,1133.0,20.0,1.0,18.0,1.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,12.0,3.0,10.0,2.0,2.0,6.0,6.0,2.0,2.0,20.0,2.0,4.0,6.0,1.0,1.0,1.0,7.0,1.0,3.0,3.0,34.0,23.0,11.0,2.0,1.0,180.0
TENNESSEE,Cities,Ridgely,1792.0,42.0,9.0,26.0,7.0,1.0,6.0,3.0,2.0,4.0,2.0,2.0,2.0,11.0,1.0,8.0,2.0,2.0,2.0,6.0,4.0,2.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,7.0,4.0,3.0,2.0,1.0,142.0
TENNESSEE,Cities,Ridgetop,1914.0,7.0,1.0,6.0,11.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,5.0,2.0,2.0,6.0,6.0,2.0,2.0,10.0,2.0,2.0,4.0,1.0,14.0,1.0,3.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,4.0,64.0
